Date,Key,RetailAndRecreation,GroceryAndPharmacy,Parks,TransitStations,Workplaces,Residential
2020-03-26,FR_CVL,-82,-44,-63,-80,-71,32
2020-03-26,FR_GES,-84,-48,-64,-83,-73,32
2020-03-26,FR_HDF,-83,-45,-66,-83,-72,32
2020-03-26,FR_IDF,-84,-43,-80,-84,-81,40
2020-03-26,FR_NAQ,-82,-46,-61,-82,-70,32
2020-03-26,FR_NOR,-82,-45,-57,-83,-70,31
2020-03-26,FR_OCC,-84,-48,-64,-83,-73,33
2020-03-26,FR_PAC,-82,-47,-71,-82,-72,32
2020-03-26,FR_PDL,-83,-47,-60,-86,-73,35
2020-03-26,GA,-30,-16,-13,-40,-28,16
2020-03-26,GB,-74,-28,-11,-70,-66,27
2020-03-26,GE,-60,-31,-18,-50,-55,19
2020-03-26,GH,-16,0,-17,-23,-22,13
2020-03-26,GR,-78,-20,-65,-76,-58,26
2020-03-26,GT,-66,-42,-52,-75,-59,31
2020-03-26,GW,-46,-20,-21,,-38,
2020-03-26,HK,-28,-9,-21,-31,-11,13
2020-03-26,HN,-80,-59,-54,-71,-71,29
2020-03-26,HR,-79,-51,-60,-82,-64,28
2020-03-26,HT,-34,-27,-19,-44,-34,12
2020-03-26,HU,-53,-24,-32,-55,-48,22
2020-03-26,ID,-34,-17,-30,-46,-34,15
2020-03-26,ID_AC,-31,-14,-30,-38,-24,12
2020-03-26,ID_BA,-80,-83,-63,-75,-80,30
2020-03-26,ID_BB,-29,-7,-19,-31,-24,10
2020-03-26,ID_BE,-26,-14,-27,-28,-28,12
2020-03-26,ID_BT,-31,-14,-21,-55,-33,18
2020-03-26,ID_GO,-22,-10,-8,-41,-27,13
2020-03-26,ID_JA,-28,-12,-27,-35,-26,11
2020-03-26,ID_JB,-32,-13,-27,-45,-34,16
2020-03-26,ID_JI,-26,-9,-27,-38,-29,13
2020-03-26,ID_JK,-47,-24,-46,-60,-43,20
2020-03-26,ID_JT,-27,-12,-27,-38,-30,12
2020-03-26,ID_KB,-44,-22,-27,-42,-31,13
2020-03-26,ID_KI,-36,-16,-31,-38,-30,14
2020-03-26,ID_KR,-34,-15,-28,-48,-19,14
2020-03-26,ID_KS,-28,-13,-24,-41,-26,11
2020-03-26,ID_KT,-31,-16,-27,-28,-26,9
2020-03-26,ID_KU,-29,-14,-28,-32,-20,9
2020-03-26,ID_LA,-24,-10,-18,-34,-32,11
2020-03-26,ID_MA,-37,-25,-23,-33,-37,14
2020-03-26,ID_MU,-35,-14,-25,-44,-29,12
2020-03-26,ID_NB,-29,-12,-34,-32,-27,12
2020-03-26,ID_NT,-34,-21,-26,-27,-31,14
2020-03-26,ID_PA,-43,-35,-29,-47,-28,13
2020-03-26,ID_PB,-27,-17,-30,-36,-28,12
2020-03-26,ID_RI,-27,-16,-15,-36,-24,11
2020-03-26,ID_SA,-38,-18,-25,-36,-32,14
2020-03-26,ID_SB,-33,-18,-42,-35,-31,13
2020-03-26,ID_SG,-37,-22,-19,-40,-29,14
2020-03-26,ID_SN,-37,-16,-21,-40,-36,14
2020-03-26,ID_SR,-24,-16,-36,-26,-32,11
2020-03-26,ID_SS,-28,-15,-17,-34,-27,12
2020-03-26,ID_ST,-27,-10,-8,-32,-23,11
2020-03-26,ID_SU,-36,-20,-33,-38,-30,13
2020-03-26,IE,-60,-16,15,-65,-56,25
2020-03-26,IL,-75,-33,-66,-64,-59,33
2020-03-26,IN,-76,-64,-51,-73,-70,30
2020-03-26,IN_AN,-80,-80,-65,-63,-66,
2020-03-26,IN_AP,-74,-56,-46,-66,-60,28
2020-03-26,IN_AR,-61,-59,-12,-46,-33,16
2020-03-26,IN_AS,-72,-70,-34,-72,-55,24
2020-03-26,IN_BR,-63,-55,-29,-66,-47,17
2020-03-26,IN_CH,-91,-88,-82,-89,-83,36
2020-03-26,IN_CT,-70,-59,-46,-74,-57,26
2020-03-26,IN_DD,-73,-69,-62,-72,-70,34
2020-03-26,IN_DL,-86,-76,-78,-87,-84,35
2020-03-26,IN_DN,-68,-61,-51,-57,-70,32
2020-03-26,IN_GA,-81,-78,-75,-73,-73,35
2020-03-26,IN_GJ,-78,-64,-58,-69,-75,34
2020-03-26,IN_HP,-65,-64,-28,-53,-61,20
2020-03-26,IN_HR,-75,-67,-59,-78,-75,32
2020-03-26,IN_JH,-66,-62,-39,-66,-50,21
2020-03-26,IN_JK,7,-1,,76,22,23
2020-03-26,IN_KA,-80,-61,-55,-71,-77,34
2020-03-26,IN_KL,-77,-63,-43,-67,-66,33
2020-03-26,IN_LD,,,-16,,-31,
2020-03-26,IN_MH,-80,-63,-61,-79,-78,36
2020-03-26,IN_ML,-58,-66,-24,-62,-45,19
2020-03-26,IN_MN,-53,-61,-26,-57,-49,18
2020-03-26,IN_MP,-73,-66,-49,-71,-63,25
2020-03-26,IN_MZ,-71,-70,-32,-69,-62,19
2020-03-26,IN_NL,-56,-71,-28,-60,-44,17
2020-03-26,IN_OR,-70,-62,-30,-69,-53,21
2020-03-26,IN_PB,-79,-73,-59,-78,-73,28
2020-03-26,IN_PY,-83,-69,-64,-70,-69,38
2020-03-26,IN_RJ,-74,-65,-54,-72,-65,25
2020-03-26,IN_SK,-57,-70,-41,-69,-39,15
2020-03-26,IN_TG,-82,-59,-56,-76,-75,35
2020-03-26,IN_TN,-80,-66,-41,-71,-74,37
2020-03-26,IN_TR,-69,-56,-28,-70,-49,23
2020-03-26,IN_UP,-70,-61,-44,-75,-63,24
2020-03-26,IN_UT,-71,-65,-46,-67,-61,24
2020-03-26,IN_WB,-71,-61,-56,-77,-66,28
2020-03-26,IQ,-69,-45,-50,-62,-56,23
2020-03-26,IT,-84,-52,-84,-83,-72,35
2020-03-26,IT_21,-83,-49,-80,-82,-73,36
2020-03-26,IT_23,-88,-53,-78,-80,-71,35
2020-03-26,IT_25,-86,-51,-83,-86,-77,39
2020-03-26,IT_34,-84,-44,-84,-83,-69,36
2020-03-26,IT_36,-85,-46,-83,-79,-69,36
2020-03-26,IT_42,-83,-54,-85,-81,-70,34
2020-03-26,IT_45,-85,-51,-85,-82,-71,37
2020-03-26,IT_52,-84,-53,-86,-81,-71,37
2020-03-26,IT_55,-82,-52,-77,-75,-68,35
2020-03-26,IT_57,-84,-52,-85,-80,-73,38
2020-03-26,IT_62,-85,-55,-87,-86,-74,37
2020-03-26,IT_65,-84,-58,-85,-84,-72,34
2020-03-26,IT_67,-82,-60,-83,-80,-71,32
2020-03-26,IT_72,-85,-57,-86,-85,-73,33
2020-03-26,IT_75,-82,-55,-85,-84,-69,31
2020-03-26,IT_77,-82,-58,-71,-82,-69,31
2020-03-26,IT_78,-85,-60,-82,-84,-71,30
2020-03-26,IT_82,-82,-52,-83,-84,-70,30
2020-03-26,IT_88,-81,-50,-77,-75,-63,28
2020-03-26,IT_TN,-89,-58,-88,-80,-71,36
2020-03-26,JM,-36,-20,-41,-38,-38,19
2020-03-26,JO,-66,-33,-57,-88,-72,29
2020-03-26,JP,0,13,26,-13,-5,3
2020-03-26,JP_01,-3,5,-7,-20,-5,4
2020-03-26,JP_02,4,7,14,-13,-4,3
2020-03-26,JP_03,6,8,20,-14,-3,2
2020-03-26,JP_04,6,10,29,-16,-4,3
2020-03-26,JP_05,10,8,23,-11,-2,2
2020-03-26,JP_06,10,8,43,-13,-3,2
2020-03-26,JP_07,8,9,35,-11,-3,2
2020-03-26,JP_08,6,11,35,-14,-4,3
2020-03-26,JP_09,5,12,42,-10,-4,3
2020-03-26,JP_10,3,10,42,-10,-4,3
2020-03-26,JP_11,4,22,60,-13,-6,4
2020-03-26,JP_12,1,18,54,-16,-7,4
2020-03-26,JP_13,-10,25,26,-17,-10,6
2020-03-26,JP_14,2,25,40,-13,-8,4
2020-03-26,JP_15,6,10,41,-13,-4,2
2020-03-26,JP_16,11,10,73,-5,-3,1
2020-03-26,JP_17,6,11,51,-14,-3,2
2020-03-26,JP_18,7,12,68,0,-3,2
2020-03-26,JP_19,4,12,32,-1,-3,2
2020-03-26,JP_20,3,10,26,-11,-4,2
2020-03-26,JP_21,4,10,36,-8,-4,3
2020-03-26,JP_22,8,12,32,-9,-4,2
2020-03-26,JP_23,1,10,39,-15,-5,3
2020-03-26,JP_24,4,11,30,-12,-3,2
2020-03-26,JP_25,8,11,53,-7,-5,2
2020-03-26,JP_26,4,10,47,-13,-5,2
2020-03-26,JP_27,-3,10,33,-14,-5,3
2020-03-26,JP_28,0,11,26,-12,-4,3
2020-03-26,JP_29,4,13,40,-8,-6,2
2020-03-26,JP_30,3,9,40,-5,-4,2
2020-03-26,JP_31,8,11,50,-8,-2,1
2020-03-26,JP_32,10,10,41,0,-2,1
2020-03-26,JP_33,3,6,24,-10,-3,2
2020-03-26,JP_34,3,8,13,-15,-3,2
2020-03-26,JP_35,1,4,0,-9,-4,3
2020-03-26,JP_36,3,5,24,4,-4,2
2020-03-26,JP_37,4,5,25,-8,-3,3
2020-03-26,JP_38,2,5,10,-7,-2,2
2020-03-26,JP_39,3,4,16,-6,-5,3
2020-03-26,JP_40,-2,1,-22,-19,-5,3
2020-03-26,JP_41,3,1,-16,-18,-2,3
2020-03-26,JP_42,-3,1,-19,-12,-3,3
2020-03-26,JP_43,1,3,-15,-10,-4,3
2020-03-26,JP_44,-4,4,-16,-15,-4,4
2020-03-26,JP_45,-2,4,-20,-15,-3,3
2020-03-26,JP_46,3,5,-11,-10,-3,2
2020-03-26,JP_47,-2,2,-1,-15,-4,3
2020-03-26,KE,-34,-22,-25,-30,-36,19
2020-03-26,KG,-71,-57,-34,-64,-65,24
2020-03-26,KH,-37,-24,-27,-53,-21,13
2020-03-26,KR,-25,-8,3,-21,-7,8
2020-03-26,KW,-56,-27,-50,-53,-41,25
2020-03-26,KZ,-32,-16,-6,-21,-33,11
2020-03-26,LA,-34,-16,-8,-34,-16,9
2020-03-26,LB,-65,-38,-43,-80,-63,20
2020-03-26,LI,-72,-10,,-43,-37,
2020-03-26,LK,-74,-57,-38,-57,-72,38
2020-03-26,LT,-64,-27,36,-55,-53,21
2020-03-26,LU,-82,-38,-46,-75,-76,36
2020-03-26,LV,-33,-14,36,-36,-41,15
2020-03-26,LY,-53,-32,-35,-57,-39,21
2020-03-26,MD,-60,-40,-39,-60,-55,21
2020-03-26,MK,-67,-32,-47,-65,-55,23
2020-03-26,ML,-25,-9,-7,-29,-34,15
2020-03-26,MM,-22,-10,-5,-16,-13,8
2020-03-26,MN,-20,-4,-25,-21,-9,8
2020-03-26,MT,-67,-27,-56,-56,-54,27
2020-03-26,MU,-92,-90,-85,-91,-89,37
2020-03-26,MX,-37,-17,-36,-46,-37,16
2020-03-26,MX_AGU,-42,-16,-31,-49,-38,18
2020-03-26,MX_BCN,-38,-15,-38,-45,-30,16
2020-03-26,MX_BCS,-42,-16,-42,-54,-35,17
2020-03-26,MX_CAM,-44,-25,-43,-44,-41,19
2020-03-26,MX_CHH,-42,-13,-35,-47,-34,15
2020-03-26,MX_CHP,-35,-18,-31,-39,-31,13
2020-03-26,MX_CMX,-44,-21,-43,-49,-44,20
2020-03-26,MX_COA,-40,-20,-40,-43,-37,16
2020-03-26,MX_COL,-41,-22,-37,-45,-35,16
2020-03-26,MX_DUR,-37,-18,-39,-33,-37,14
2020-03-26,MX_GRO,-33,-16,-27,-39,-35,12
2020-03-26,MX_GUA,-32,-13,-31,-38,-30,14
2020-03-26,MX_HID,-30,-17,-31,-50,-40,15
2020-03-26,MX_JAL,-39,-21,-37,-50,-38,17
2020-03-26,MX_MEX,-30,-12,-27,-43,-36,16
2020-03-26,MX_MIC,-32,-16,-21,-34,-30,11
2020-03-26,MX_MOR,-27,-12,-29,-36,-33,14
2020-03-26,MX_NAY,-39,-22,-43,-33,-39,15
2020-03-26,MX_NLE,-41,-18,-41,-55,-39,19
2020-03-26,MX_OAX,-33,-20,-37,-36,-34,12
2020-03-26,MX_PUE,-37,-16,-31,-34,-39,16
2020-03-26,MX_QUE,-37,-18,-33,-25,-35,18
2020-03-26,MX_ROO,-47,-22,-50,-62,-44,21
2020-03-26,MX_SIN,-36,-17,-31,-47,-37,15
2020-03-26,MX_SLP,-36,-18,-38,-39,-36,16
2020-03-26,MX_SON,-38,-16,-34,-42,-39,15
2020-03-26,MX_TAB,-42,-26,-40,-40,-36,16
2020-03-26,MX_TAM,-34,-16,-41,-42,-36,14
2020-03-26,MX_TLA,-25,-16,-23,-48,-35,14
2020-03-26,MX_VER,-33,-18,-30,-33,-31,12
2020-03-26,MX_YUC,-46,-26,-49,-60,-41,21
2020-03-26,MX_ZAC,-41,-25,-43,-46,-42,16
2020-03-26,MY,-76,-43,-57,-77,-67,38
2020-03-26,MY_01,-77,-46,-62,-81,-63,40
2020-03-26,MY_02,-74,-45,-43,-83,-62,35
2020-03-26,MY_03,-69,-47,-26,-74,-57,31
2020-03-26,MY_04,-76,-43,-73,-72,-65,38
2020-03-26,MY_05,-75,-44,-60,-72,-64,36
2020-03-26,MY_06,-76,-46,-45,-69,-56,29
2020-03-26,MY_07,-77,-45,-79,-72,-68,41
2020-03-26,MY_08,-75,-47,-57,-73,-63,33
2020-03-26,MY_09,-69,-46,-58,-91,-57,27
2020-03-26,MY_10,-76,-39,-65,-79,-72,42
2020-03-26,MY_11,-73,-47,-55,-85,-60,34
2020-03-26,MY_12,-75,-51,-46,-81,-59,30
2020-03-26,MY_13,-77,-48,-44,-83,-62,33
2020-03-26,MY_16,-74,-11,-79,-86,-75,46
2020-03-26,MZ,-18,-9,-17,-17,-6,9
2020-03-26,"NA",1,18,-12,-23,-19,5
2020-03-26,NE,-17,-7,-11,-29,-17,7
2020-03-26,NG,-30,-12,-27,-26,-34,16
2020-03-26,NI,-36,-24,-23,-28,-16,11
2020-03-26,NL,-47,-14,11,-66,-53,21
2020-03-26,NL_DR,-42,-14,19,-62,-47,17
2020-03-26,NL_FL,-41,-12,49,-67,-53,21
2020-03-26,NL_FR,-43,-18,32,-54,-47,17
2020-03-26,NL_GE,-45,-12,17,-64,-50,20
2020-03-26,NL_GR,-51,-20,26,-66,-54,19
2020-03-26,NL_LI,-52,-13,9,-58,-50,19
2020-03-26,NL_NB,-47,-13,13,-69,-50,21
2020-03-26,NL_NH,-52,-17,-3,-72,-58,23
2020-03-26,NL_OV,-48,-14,46,-69,-50,20
2020-03-26,NL_UT,-49,-14,12,-77,-60,24
2020-03-26,NL_ZE,-44,-13,4,-55,-45,18
2020-03-26,NL_ZH,-45,-11,12,-66,-54,22
2020-03-26,NO,-43,-10,29,-56,-52,20
2020-03-26,NO_03,-55,-12,14,-66,-66,28
2020-03-26,NO_11,-41,-11,38,-54,-49,20
2020-03-26,NO_15,-41,-7,59,-40,-44,16
2020-03-26,NO_18,-40,-8,-8,-65,-44,16
2020-03-26,NO_30,-37,-7,48,-62,-53,21
2020-03-26,NO_34,-45,-16,19,-51,-46,17
2020-03-26,NO_38,-36,-9,47,-43,-48,18
2020-03-26,NO_42,-38,-10,58,-34,-50,17
2020-03-26,NO_46,-46,-16,-9,-53,-51,20
2020-03-26,NO_50,-42,-10,109,-56,-53,20
2020-03-26,NO_54,-47,-13,-24,-61,-46,17
2020-03-26,NP,-77,-68,-52,-73,-74,27
2020-03-26,NZ,-92,-58,-77,-84,-74,35
2020-03-26,OM,-54,-33,-46,-63,-33,20
2020-03-26,PA,-81,-53,-71,-76,-73,41
2020-03-26,PE,-82,-57,-73,-84,-76,40
2020-03-26,PE_AMA,-68,-47,-53,-67,-47,
2020-03-26,PE_ANC,-78,-59,-63,-85,-67,32
2020-03-26,PE_APU,-69,-61,-58,-70,-58,
2020-03-26,PE_ARE,-81,-59,-71,-75,-73,38
2020-03-26,PE_AYA,-72,-46,-63,-84,-60,31
2020-03-26,PE_CAJ,-74,-56,-66,-86,-64,32
2020-03-26,PE_CAL,-75,-53,-73,-91,-79,41
2020-03-26,PE_CUS,-84,-59,-67,-84,-70,39
2020-03-26,PE_HUC,-75,-62,-67,-84,-64,30
2020-03-26,PE_HUV,-52,,-45,-69,-55,
2020-03-26,PE_ICA,-74,-47,-70,-88,-63,33
2020-03-26,PE_JUN,-77,-62,-61,-82,-67,36
2020-03-26,PE_LAL,-82,-56,-69,-82,-70,34
2020-03-26,PE_LAM,-81,-63,-69,-88,-69,33
2020-03-26,PE_LIM,-86,-58,-82,-85,-82,44
2020-03-26,PE_LOR,-75,-51,-64,-65,-57,28
2020-03-26,PE_MDD,-69,-60,-64,-66,-55,
2020-03-26,PE_MOQ,-70,-62,-69,-89,-58,
2020-03-26,PE_PAS,-62,-37,-57,,-52,
2020-03-26,PE_PIU,-77,-55,-67,-85,-67,32
2020-03-26,PE_PUN,-77,-63,-58,-77,-64,34
2020-03-26,PE_SAM,-75,-53,-55,-80,-60,30
2020-03-26,PE_TAC,-82,-59,-72,-81,-69,36
2020-03-26,PE_TUM,-69,-49,-66,-84,-59,
2020-03-26,PE_UCA,-66,-28,-50,-82,-55,28
2020-03-26,PG,-24,-13,-10,-40,-17,13
2020-03-26,PH,-76,-52,-47,-81,-72,34
2020-03-26,PK,-69,-52,-41,-60,-63,24
2020-03-26,PK_BA,-59,-49,-23,-37,-46,18
2020-03-26,PK_GB,,,29,,-45,
2020-03-26,PK_KP,-54,-42,-13,-53,-50,17
2020-03-26,PK_PB,-66,-52,-44,-60,-61,24
2020-03-26,PK_SD,-79,-57,-66,-68,-72,27
2020-03-26,PL,-58,-30,-35,-62,-44,20
2020-03-26,PL_04,-53,-29,-28,-60,-40,18
2020-03-26,PL_06,-62,-35,-44,-61,-48,19
2020-03-26,PL_08,-51,-28,-15,-54,-41,18
2020-03-26,PL_10,-55,-30,-29,-56,-44,20
2020-03-26,PL_12,-65,-38,-67,-70,-52,24
2020-03-26,PL_14,-60,-31,-32,-68,-56,26
2020-03-26,PL_16,-55,-28,-23,-56,-42,18
2020-03-26,PL_18,-62,-34,-38,-63,-47,20
2020-03-26,PL_20,-57,-31,-14,-55,-41,17
2020-03-26,PL_22,-58,-31,-23,-64,-47,20
2020-03-26,PL_24,-57,-29,-29,-56,-45,20
2020-03-26,PL_26,-59,-30,-35,-55,-45,20
2020-03-26,PL_28,-52,-29,-18,-59,-41,16
2020-03-26,PL_30,-56,-29,-22,-62,-44,21
2020-03-26,PL_32,-55,-30,-26,-53,-41,18
2020-03-26,PR,-69,-36,-62,-75,-60,29
2020-03-26,PT,-74,-42,-60,-75,-64,33
2020-03-26,PT_20,-73,-43,-56,-79,-63,30
2020-03-26,PT_30,-79,-50,-75,-70,-69,35
2020-03-26,PY,-70,-50,-62,-75,-61,31
2020-03-26,QA,-50,-20,-44,-52,-30,23
2020-03-26,RE,-92,-78,-89,-74,-67,
2020-03-26,RO,-73,-52,-56,-68,-53,23
2020-03-26,RS,-69,-36,-60,-71,-61,25
2020-03-26,RW,-60,-58,-16,-73,-63,29
2020-03-26,SA,-57,-22,-61,-76,-46,26
2020-03-26,SE,-18,-2,48,-35,-28,11
2020-03-26,SE_110,-27,-5,26,-44,-42,16
2020-03-26,SE_121,-18,1,85,-35,-31,13
2020-03-26,SE_122,-12,0,,-35,-28,10
2020-03-26,SE_123,-11,-7,100,-30,-25,10
2020-03-26,SE_124,-14,-2,,-29,-23,9
2020-03-26,SE_125,-9,-1,,-33,-25,10
2020-03-26,SE_211,-11,-4,31,-24,-20,8
2020-03-26,SE_212,-15,-1,,-31,-22,9
2020-03-26,SE_213,-4,3,,-23,-22,8
2020-03-26,SE_214,-2,1,,-20,-17,7
2020-03-26,SE_221,-5,-1,,-22,-23,8
2020-03-26,SE_224,-15,-1,70,-39,-26,11
2020-03-26,SE_231,-6,-5,,-24,-21,9
2020-03-26,SE_232,-18,-1,67,-33,-28,12
2020-03-26,SE_311,-18,-3,17,-25,-19,8
2020-03-26,SE_312,-21,-4,13,-24,-21,9
2020-03-26,SE_313,-16,-2,14,-28,-22,8
2020-03-26,SE_321,-14,2,,-31,-19,8
2020-03-26,SE_331,-13,2,28,-33,-23,9
2020-03-26,SE_332,-14,-4,46,-31,-19,7
2020-03-26,SG,-18,4,-15,-25,-16,14
2020-03-26,SI,-80,-50,-64,-72,-59,29
2020-03-26,SK,-69,-26,-24,-63,-51,22
2020-03-26,SN,-42,-28,-23,-48,-35,18
2020-03-26,SV,-77,-51,-68,-70,-68,34
2020-03-26,TG,-28,-15,-9,-30,-20,18
2020-03-26,TH,-43,-18,-40,-50,-26,15
2020-03-26,TJ,-12,-11,-8,-20,-9,1
2020-03-26,TR,-57,-20,-32,-55,-43,19
2020-03-26,TT,-32,7,-32,-56,-38,18
2020-03-26,TW,-13,0,-10,-20,10,-1
2020-03-26,TZ,-8,5,-4,-1,-12,4
2020-03-26,UG,-41,-18,-7,-50,-38,17
2020-03-26,US,-40,-14,3,-48,-47,20
2020-03-26,US_AK,-40,-13,31,-42,-42,17
2020-03-26,US_AL,-30,-3,32,-19,-36,14
2020-03-26,US_AR,-24,-4,133,-18,-36,12
2020-03-26,US_AZ,-34,-12,-9,-36,-42,16
2020-03-26,US_CA,-42,-18,-28,-53,-51,23
2020-03-26,US_CO,-50,-24,4,-57,-53,22
2020-03-26,US_CT,-41,-14,55,-48,-48,21
2020-03-26,US_DC,-58,-25,-42,-73,-66,27
2020-03-26,US_DE,-38,-18,51,-41,-45,18
2020-03-26,US_FL,-40,-14,-34,-51,-42,18
2020-03-26,US_GA,-34,-8,3,-43,-43,18
2020-03-26,US_HI,-51,-32,-69,-66,-53,25
2020-03-26,US_IA,-40,-10,54,-20,-37,17
2020-03-26,US_ID,-40,-10,24,-26,-44,17
2020-03-26,US_IL,-47,-15,-28,-55,-50,22
2020-03-26,US_IN,-43,-18,38,-27,-46,20
2020-03-26,US_KS,-40,-14,81,-19,-42,18
2020-03-26,US_KY,-33,-6,84,-27,-41,15
2020-03-26,US_LA,-39,-12,-14,-39,-43,18
2020-03-26,US_MA,-47,-17,42,-68,-56,25
2020-03-26,US_MD,-36,-16,53,-52,-51,22
2020-03-26,US_ME,-40,-10,46,-42,-41,17
2020-03-26,US_MI,-56,-25,12,-51,-59,25
2020-03-26,US_MN,-37,-5,55,-52,-43,20
2020-03-26,US_MO,-39,-10,73,-30,-43,17
2020-03-26,US_MS,-26,-6,31,-17,-34,13
2020-03-26,US_MT,-33,2,21,-26,-36,14
2020-03-26,US_NC,-35,-7,11,-43,-38,16
2020-03-26,US_ND,-38,-7,18,-24,-32,16
2020-03-26,US_NE,-34,-10,37,-15,-35,16
2020-03-26,US_NH,-34,-2,60,-36,-43,19
2020-03-26,US_NJ,-46,-19,52,-62,-57,26
2020-03-26,US_NM,-41,-15,-18,-26,-47,19
2020-03-26,US_NV,-42,-16,-43,-56,-51,21
2020-03-26,US_NY,-52,-18,1,-64,-57,25
2020-03-26,US_OH,-42,-15,103,-29,-48,20
2020-03-26,US_OK,-29,-3,57,-16,-38,14
2020-03-26,US_OR,-46,-17,-1,-46,-48,19
2020-03-26,US_PA,-44,-18,52,-50,-51,21
2020-03-26,US_RI,-38,-11,139,-55,-45,19
2020-03-26,US_SC,-31,-6,-5,-24,-35,15
2020-03-26,US_SD,-37,-4,12,-20,-31,16
2020-03-26,US_TN,-31,-6,57,-27,-39,14
2020-03-26,US_TX,-38,-14,-2,-39,-45,20
2020-03-26,US_UT,-36,-5,-2,-43,-44,19
2020-03-26,US_VA,-35,-9,34,-46,-45,19
2020-03-26,US_VT,-53,-31,6,-48,-53,22
2020-03-26,US_WA,-49,-21,-15,-59,-56,23
2020-03-26,US_WI,-51,-24,15,-39,-44,21
2020-03-26,US_WV,-40,-18,26,-28,-41,15
2020-03-26,US_WY,-36,-7,12,-14,-36,15
2020-03-26,UY,-65,-41,-70,-58,-41,21
2020-03-26,VE,-64,-40,-53,-64,-59,23
2020-03-26,VN,-34,-17,-22,-35,-1,7
2020-03-26,YE,-13,-4,-9,-19,-2,5
2020-03-26,ZA,16,59,-9,-26,-32,6
2020-03-26,ZM,-7,2,-8,-9,-8,6
2020-03-26,ZW,-21,1,-19,-34,-27,18
2020-03-27,AE,-80,-60,-80,-84,-52,25
2020-03-27,AF,-20,5,-2,-16,-2,5
2020-03-27,AG,-22,2,-22,-36,-29,17
2020-03-27,AO,-48,-22,-32,-52,-47,26
2020-03-27,AR,-81,-49,-82,-75,-67,32
2020-03-27,AR_A,-78,-55,-77,-67,-59,28
2020-03-27,AR_C,-81,-46,-84,-72,-69,33
2020-03-27,AR_D,-80,-53,-82,-88,-61,29
2020-03-27,AR_E,-79,-54,-86,-86,-57,28
2020-03-27,AR_F,-66,-36,-75,-72,-48,24
2020-03-27,AR_G,-74,-54,-72,-87,-59,26
2020-03-27,AR_H,-80,-56,-79,-90,-64,28
2020-03-27,AR_J,-70,-40,-70,-83,-52,28
2020-03-27,AR_K,-67,-43,-69,-68,-51,27
2020-03-27,AR_L,-78,-46,-78,-77,-57,29
2020-03-27,AR_M,-76,-47,-74,-67,-60,32
2020-03-27,AR_N,-74,-54,-75,-87,-56,26
2020-03-27,AR_P,-77,-55,-79,-71,-54,24
2020-03-27,AR_Q,-82,-55,-86,-77,-67,38
2020-03-27,AR_R,-84,-56,-86,-93,-61,33
2020-03-27,AR_S,-83,-51,-82,-71,-66,32
2020-03-27,AR_T,-78,-50,-71,-83,-61,27
2020-03-27,AR_U,-79,-47,-87,-86,-62,32
2020-03-27,AR_V,-81,-51,-84,-84,-69,35
2020-03-27,AR_W,-76,-55,-82,-84,-56,26
2020-03-27,AR_X,-82,-53,-81,-85,-65,32
2020-03-27,AR_Y,-76,-55,-78,-86,-58,28
2020-03-27,AR_Z,-77,-47,-83,-92,-60,31
2020-03-27,AT,-80,-26,-39,-70,-60,27
2020-03-27,AT_11,-75,-30,29,-49,-59,25
2020-03-27,AT_12,-75,-20,24,-71,-60,26
2020-03-27,AT_13,-79,-22,-26,-71,-67,28
2020-03-27,AT_21,-81,-29,-61,-66,-58,27
2020-03-27,AT_22,-79,-27,-45,-69,-59,27
2020-03-27,AT_31,-79,-24,-16,-68,-57,26
2020-03-27,AT_32,-84,-37,-64,-76,-60,27
2020-03-27,AT_33,-88,-43,-74,-77,-62,28
2020-03-27,AT_34,-78,-25,-55,-74,-55,25
2020-03-27,AU,-35,2,-30,-53,-26,17
2020-03-27,AU_ACT,-36,15,4,-50,-27,20
2020-03-27,AU_NSW,-39,3,-30,-54,-31,18
2020-03-27,AU_NT,-24,10,-13,-39,1,10
2020-03-27,AU_QLD,-30,3,-35,-50,-18,13
2020-03-27,AU_SA,-33,7,-26,-43,-15,13
2020-03-27,AU_TAS,-37,-11,-46,-44,-12,12
2020-03-27,AU_VIC,-39,-6,-27,-62,-36,20
2020-03-27,AU_WA,-33,5,-35,-50,-18,15
2020-03-27,AW,-50,-3,-50,-55,-52,25
2020-03-27,BA,-72,-42,-38,-66,-52,23
2020-03-27,BB,-25,-6,-28,-42,-33,16
2020-03-27,BD,-71,-47,-35,-67,-38,19
2020-03-27,BE,-78,-21,-27,-70,-65,31
2020-03-27,BF,-31,-24,-16,-47,-23,21
2020-03-27,BG,-60,-29,-45,-59,-46,22
2020-03-27,BH,-61,-32,-66,-56,-36,20
2020-03-27,BJ,-8,6,15,-13,-4,2
2020-03-27,BO,-87,-72,-81,-85,-80,43
2020-03-27,BR,-67,-26,-56,-60,-48,23
2020-03-27,BR_AC,-62,-17,-51,-59,-39,17
2020-03-27,BR_AL,-71,-35,-66,-68,-47,20
2020-03-27,BR_AM,-56,-22,-51,-42,-37,16
2020-03-27,BR_AP,-69,-28,-49,-65,-50,18
2020-03-27,BR_BA,-69,-35,-65,-67,-48,21
2020-03-27,BR_CE,-74,-32,-63,-68,-56,22
2020-03-27,BR_DF,-66,-21,-54,-59,-55,28
2020-03-27,BR_ES,-65,-25,-62,-65,-44,22
