key,date,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
US_PA_42071,2020-06-19,-22,1,100,-16,-34,11
US_PA_42073,2020-06-19,0,8,-50,,-27,5
US_PA_42075,2020-06-19,-19,-1,-34,0,-30,9
US_PA_42077,2020-06-19,-24,-5,65,-11,-36,12
US_PA_42079,2020-06-19,-10,-2,76,-7,-32,9
US_PA_42081,2020-06-19,-7,1,48,0,-26,7
US_PA_42083,2020-06-19,7,18,,,-25,4
US_PA_42085,2020-06-19,-1,7,-28,-55,-30,5
US_PA_42087,2020-06-19,-9,1,,,-24,6
US_PA_42089,2020-06-19,-2,9,61,30,-34,11
US_PA_42091,2020-06-19,-28,-6,70,-51,-46,16
US_PA_42093,2020-06-19,-9,-11,,,-27,
US_PA_42095,2020-06-19,-23,-5,99,-21,-38,13
US_PA_42097,2020-06-19,-2,7,,-22,-24,6
US_PA_42099,2020-06-19,0,16,,,-35,10
US_PA_42101,2020-06-19,-34,-15,1,-43,-46,14
US_PA_42103,2020-06-19,21,30,-49,,-26,10
US_PA_42105,2020-06-19,-38,1,,,-23,
US_PA_42107,2020-06-19,-5,5,-43,1,-28,7
US_PA_42109,2020-06-19,-2,17,,,-26,7
US_PA_42111,2020-06-19,6,11,-16,3,-27,7
US_PA_42113,2020-06-19,,,,,-30,
US_PA_42115,2020-06-19,-9,11,-42,13,-26,6
US_PA_42117,2020-06-19,5,16,,,-27,7
US_PA_42119,2020-06-19,-7,-2,,,-30,7
US_PA_42121,2020-06-19,13,5,,-14,-23,4
US_PA_42123,2020-06-19,13,21,-37,,-28,6
US_PA_42125,2020-06-19,-8,3,58,1,-34,8
US_PA_42127,2020-06-19,23,28,,,-20,7
US_PA_42129,2020-06-19,-2,2,130,0,-32,8
US_PA_42131,2020-06-19,4,27,,,-28,-1
US_PA_42133,2020-06-19,-13,2,100,-44,-36,11
US_RI,2020-06-19,-5,1,275,-33,-36,9
US_RI_44001,2020-06-19,4,9,,,-38,11
US_RI_44003,2020-06-19,-7,-3,70,-47,-37,10
US_RI_44005,2020-06-19,17,18,265,24,-32,9
US_RI_44007,2020-06-19,-11,-3,132,-44,-37,10
US_RI_44009,2020-06-19,23,15,354,54,-34,10
US_SC,2020-06-19,-4,7,59,8,-30,6
US_SC_45001,2020-06-19,-30,13,,,-25,
US_SC_45003,2020-06-19,-6,6,36,5,-26,5
US_SC_45005,2020-06-19,,-12,,,-22,
US_SC_45007,2020-06-19,-7,8,56,7,-26,5
US_SC_45009,2020-06-19,-32,4,,,-26,
US_SC_45011,2020-06-19,-5,16,,,-23,
US_SC_45013,2020-06-19,7,7,134,-7,-25,7
US_SC_45015,2020-06-19,-8,6,37,-3,-32,10
US_SC_45017,2020-06-19,-16,13,,23,-30,
US_SC_45019,2020-06-19,-13,0,18,-31,-33,10
US_SC_45021,2020-06-19,2,9,7,-1,-22,5
US_SC_45023,2020-06-19,-9,4,,-16,-25,5
US_SC_45025,2020-06-19,-5,6,,,-20,6
US_SC_45027,2020-06-19,2,8,,31,-26,
US_SC_45029,2020-06-19,0,2,,14,-26,8
US_SC_45031,2020-06-19,-6,9,-38,,-26,6
US_SC_45033,2020-06-19,2,2,-9,20,-28,-2
US_SC_45035,2020-06-19,-8,6,12,0,-33,9
US_SC_45037,2020-06-19,-54,7,,,-23,
US_SC_45039,2020-06-19,-3,5,,-2,-27,
US_SC_45041,2020-06-19,-4,13,-8,29,-26,8
US_SC_45043,2020-06-19,12,15,106,,-17,5
US_SC_45045,2020-06-19,-10,8,105,-8,-33,7
US_SC_45047,2020-06-19,-7,6,,,-27,5
US_SC_45049,2020-06-19,-47,-7,,23,-25,
US_SC_45051,2020-06-19,28,30,169,42,-22,5
US_SC_45053,2020-06-19,-7,12,41,57,-19,6
US_SC_45055,2020-06-19,-7,12,-33,26,-28,7
US_SC_45057,2020-06-19,-1,11,,,-33,8
US_SC_45059,2020-06-19,6,11,,-31,-26,4
US_SC_45061,2020-06-19,-70,8,,23,-21,
US_SC_45063,2020-06-19,-9,7,87,26,-33,8
US_SC_45065,2020-06-19,-49,11,,,-16,
US_SC_45067,2020-06-19,0,5,,,-27,2
US_SC_45069,2020-06-19,-29,16,,,-23,
US_SC_45071,2020-06-19,-4,1,,28,-28,6
US_SC_45073,2020-06-19,5,17,161,,-25,3
US_SC_45075,2020-06-19,-4,4,-31,10,-26,8
US_SC_45077,2020-06-19,-7,2,63,-61,-29,5
US_SC_45079,2020-06-19,-13,8,11,-5,-37,9
US_SC_45081,2020-06-19,-40,3,,,-21,
US_SC_45083,2020-06-19,-2,9,112,-17,-29,5
US_SC_45085,2020-06-19,-9,1,-28,-6,-25,7
US_SC_45087,2020-06-19,-7,-2,,,-24,4
US_SC_45089,2020-06-19,-31,0,,,-21,
US_SC_45091,2020-06-19,-4,3,82,-6,-36,9
US_SD,2020-06-19,6,27,333,30,-24,4
US_SD_46005,2020-06-19,-36,-12,,,-22,
US_SD_46009,2020-06-18,,,,,-20,
US_SD_46011,2020-06-19,-5,-27,,,-32,6
US_SD_46013,2020-06-19,-3,-12,,,-23,4
US_SD_46015,2020-06-18,-55,,,,-23,
US_SD_46019,2020-06-19,-25,,,,-19,
US_SD_46023,2020-06-19,-49,,,,-26,
US_SD_46027,2020-06-19,-47,,,,-23,
US_SD_46029,2020-06-19,11,23,,1,-23,2
US_SD_46033,2020-06-19,,,,,-7,
US_SD_46035,2020-06-19,-1,-4,,9,-28,
US_SD_46041,2020-06-15,,,,,-45,
US_SD_46047,2020-06-19,-37,-12,,,-13,
US_SD_46051,2020-06-19,-32,,,,-11,
US_SD_46057,2020-06-19,,,,,-29,
US_SD_46065,2020-06-19,11,-11,,,-26,
US_SD_46067,2020-06-19,,,,,-22,
US_SD_46077,2020-06-18,,,,,-20,
US_SD_46079,2020-06-19,-20,-6,,,-25,
US_SD_46081,2020-06-19,21,33,-26,,-24,0
US_SD_46083,2020-06-19,14,0,,,-32,7
US_SD_46085,2020-04-10,,,,-38,,
US_SD_46087,2020-06-19,,,,,-24,
US_SD_46093,2020-06-19,28,-7,,,-21,4
US_SD_46099,2020-06-19,-3,19,257,3,-26,7
US_SD_46101,2020-06-19,,,,,-22,
US_SD_46102,2020-06-19,-50,-11,,,-33,
US_SD_46103,2020-06-19,15,44,313,43,-24,5
US_SD_46109,2020-06-19,-45,-20,,-7,-21,
US_SD_46115,2020-06-19,,,,,-23,
US_SD_46121,2020-06-18,,-14,,,-42,
US_SD_46123,2020-04-03,-71,,,,,
US_SD_46125,2020-06-19,,,,,-20,
US_SD_46127,2020-06-19,-48,-9,,30,-24,
US_SD_46129,2020-06-16,-21,,,,-27,
US_SD_46135,2020-06-19,10,0,,,-22,8
US_TN,2020-06-19,-4,5,101,-9,-30,5
US_TN_47001,2020-06-19,-2,0,19,,-30,6
US_TN_47003,2020-06-19,5,7,,,-22,5
US_TN_47005,2020-06-19,3,83,,26,-23,
US_TN_47007,2020-06-19,-7,18,,,-20,
US_TN_47009,2020-06-19,0,6,165,-43,-26,5
US_TN_47011,2020-06-19,-1,9,,12,-28,5
US_TN_47013,2020-06-19,8,14,144,35,-18,5
US_TN_47015,2020-06-19,0,12,,,-26,
US_TN_47017,2020-06-19,-3,4,,,-20,4
US_TN_47019,2020-06-19,8,9,4,,-24,4
US_TN_47021,2020-06-19,6,43,,-3,-33,6
US_TN_47023,2020-06-19,-19,-4,,,-24,
US_TN_47025,2020-06-19,8,34,,,-12,-2
US_TN_47027,2020-06-19,,,,,-32,
US_TN_47029,2020-06-19,10,12,62,8,-19,3
US_TN_47031,2020-06-19,-1,13,-50,-31,-24,4
US_TN_47033,2020-06-19,-34,4,,,-25,
US_TN_47035,2020-06-19,6,-4,-20,25,-25,4
US_TN_47037,2020-06-19,-19,0,27,-40,-40,10
US_TN_47039,2020-06-19,-20,22,,,-22,
US_TN_47041,2020-06-19,-12,18,,,-15,
US_TN_47043,2020-06-19,5,7,,21,-28,5
US_TN_47045,2020-06-19,7,0,,10,-23,4
US_TN_47047,2020-06-19,3,52,,6,-26,6
US_TN_47049,2020-06-19,-26,1,,,-17,
US_TN_47051,2020-06-19,16,16,,,-22,3
US_TN_47053,2020-06-19,3,0,,,-22,4
US_TN_47055,2020-06-19,-3,18,,18,-19,8
US_TN_47057,2020-06-19,-39,4,,,-23,
US_TN_47059,2020-06-19,-1,0,,22,-24,5
US_TN_47061,2020-06-19,-66,-12,,,-15,
US_TN_47063,2020-06-19,-1,4,-56,,-22,4
US_TN_47065,2020-06-19,-8,2,93,-28,-32,9
US_TN_47067,2020-06-18,,,,,-21,
US_TN_47069,2020-06-19,-36,-2,,,-28,
US_TN_47071,2020-06-19,13,11,,,-22,
US_TN_47073,2020-06-19,5,2,,,-25,5
US_TN_47075,2020-06-19,-25,4,,,-23,
US_TN_47077,2020-06-19,1,17,,,-22,-1
US_TN_47079,2020-06-19,4,13,,,-15,3
US_TN_47081,2020-06-19,-32,5,,,-27,-3
US_TN_47083,2020-06-19,-70,-6,,,-21,
US_TN_47085,2020-06-19,16,-5,,,-25,
US_TN_47087,2020-06-19,,2,,,-26,
US_TN_47089,2020-06-19,12,6,,12,-21,4
US_TN_47091,2020-06-19,-22,0,,,-25,
US_TN_47093,2020-06-19,-9,2,37,-3,-33,6
US_TN_47097,2020-06-19,-20,19,,,-21,
US_TN_47099,2020-06-19,4,12,,,-27,5
US_TN_47101,2020-06-19,-20,17,,,-30,
US_TN_47103,2020-06-19,6,17,,,-22,5
US_TN_47105,2020-06-19,7,13,,22,-24,4
US_TN_47107,2020-06-19,-2,6,-50,22,-21,4
US_TN_47109,2020-06-19,-23,5,,-5,-21,
US_TN_47111,2020-06-19,-32,8,,,-24,
US_TN_47113,2020-06-19,0,4,-4,3,-24,4
US_TN_47115,2020-06-19,3,2,75,19,-24,0
US_TN_47117,2020-06-19,5,6,,-3,-28,5
US_TN_47119,2020-06-19,-4,1,18,19,-32,7
US_TN_47121,2020-06-19,-25,32,,,-17,
US_TN_47123,2020-06-19,10,8,-46,,-18,4
US_TN_47125,2020-06-19,-2,6,24,30,-30,6
US_TN_47127,2020-06-19,,,,,-24,
US_TN_47129,2020-06-19,7,3,,,-28,
US_TN_47131,2020-06-19,1,19,,,-22,3
US_TN_47133,2020-06-19,-23,15,,,-18,
US_TN_47135,2020-06-19,-59,,,,-26,
US_TN_47139,2020-06-19,-41,2,,,-20,
US_TN_47141,2020-06-19,-1,11,-50,16,-27,6
US_TN_47143,2020-06-19,1,4,,,-26,6
US_TN_47145,2020-06-19,9,1,-13,,-26,5
US_TN_47147,2020-06-19,5,6,,-2,-29,6
US_TN_47149,2020-06-19,-7,4,83,2,-35,9
US_TN_47151,2020-06-19,-28,17,,,-27,
US_TN_47153,2020-06-19,-35,17,,,-23,
US_TN_47155,2020-06-19,69,29,226,,-21,4
US_TN_47157,2020-06-19,-11,2,2,-26,-33,8
US_TN_47159,2020-06-19,-30,22,,34,-24,
US_TN_47161,2020-06-19,-23,15,,,-23,
US_TN_47163,2020-06-19,5,0,106,5,-26,6
US_TN_47165,2020-06-19,-1,9,144,,-33,7
US_TN_47167,2020-06-19,3,-2,,,-29,6
US_TN_47169,2020-06-19,-37,11,,,-25,
US_TN_47171,2020-06-19,-25,5,,,-26,
US_TN_47173,2020-06-19,9,0,,,-12,
US_TN_47175,2020-06-18,,,,,-23,
US_TN_47177,2020-06-19,4,20,,,-20,3
US_TN_47179,2020-06-19,-1,4,-1,0,-30,6
US_TN_47181,2020-06-19,-29,16,,,-18,
US_TN_47183,2020-06-19,-10,4,,,-28,7
US_TN_47185,2020-06-19,5,18,,,-20,-1
US_TN_47187,2020-06-19,-13,-4,90,9,-46,12
US_TN_47189,2020-06-19,-2,15,66,6,-34,8
US_TX,2020-06-19,-14,0,17,-24,-37,10
US_TX_48001,2020-06-19,-7,2,,-25,-25,5
US_TX_48003,2020-06-19,-31,-15,,-15,-39,
US_TX_48005,2020-06-19,-6,7,-44,0,-28,7
US_TX_48007,2020-06-19,15,20,23,,-21,5
US_TX_48009,2020-06-19,,,,,-26,
US_TX_48013,2020-06-19,-11,-1,,-8,-34,10
US_TX_48015,2020-06-19,-3,19,,,-32,1
US_TX_48017,2020-06-19,-24,-8,,,-23,
US_TX_48019,2020-06-19,-45,-5,-2,,-29,
US_TX_48021,2020-06-19,-3,8,7,,-35,7
US_TX_48025,2020-06-19,-17,-4,,,-31,-1
US_TX_48027,2020-06-19,-7,9,89,8,-33,7
US_TX_48029,2020-06-19,-20,3,-21,-27,-40,12
US_TX_48031,2020-06-19,-67,-20,-6,,-35,
US_TX_48035,2020-06-19,-37,-7,,,-17,
US_TX_48037,2020-06-19,-1,2,33,6,-21,4
US_TX_48039,2020-06-19,-5,5,62,4,-36,12
US_TX_48041,2020-06-19,-22,-5,27,-36,-40,13
US_TX_48043,2020-06-19,-52,-43,,,-34,
US_TX_48047,2020-06-19,-55,-9,,-31,-21,
US_TX_48049,2020-06-19,5,13,,,-29,5
US_TX_48051,2020-06-19,-34,-10,,,-29,
US_TX_48053,2020-06-19,2,12,70,,-27,5
US_TX_48055,2020-06-19,-6,10,,21,-34,10
US_TX_48057,2020-06-19,-6,5,-38,,-24,
US_TX_48059,2020-06-19,-30,-15,,9,-27,
US_TX_48061,2020-06-19,-22,-3,-17,-45,-39,15
US_TX_48063,2020-06-19,-32,-9,,,-24,
US_TX_48065,2020-06-19,,-24,,10,-29,
US_TX_48067,2020-06-19,5,33,,8,-27,4
US_TX_48069,2020-06-19,,-20,,,-10,
US_TX_48071,2020-06-19,-4,11,-55,1,-34,9
US_TX_48073,2020-06-19,-5,7,,,-28,6
US_TX_48075,2020-06-19,-36,-20,,13,-32,
US_TX_48077,2020-06-19,-51,,,41,-32,
US_TX_48081,2020-04-05,,-30,,,,
US_TX_48083,2020-06-19,-48,-19,,,-20,
US_TX_48085,2020-06-19,-18,-6,31,-12,-49,16
US_TX_48089,2020-06-19,12,-11,,-4,-26,
US_TX_48091,2020-06-19,-2,26,213,8,-35,9
US_TX_48093,2020-06-19,-28,-29,,,-22,
US_TX_48097,2020-06-19,4,15,48,-27,-28,7
US_TX_48099,2020-06-19,-6,8,16,,-29,6
US_TX_48103,2020-06-16,-63,-20,,,-37,
US_TX_48105,2020-04-05,-50,-24,,,,
US_TX_48107,2020-06-19,,-24,,,-28,
US_TX_48109,2020-06-19,-54,,,-6,,
US_TX_48111,2020-06-19,-38,-21,,,-14,
US_TX_48113,2020-06-19,-17,-5,7,-31,-39,10
US_TX_48115,2020-06-19,-35,-9,,,-13,
US_TX_48117,2020-06-19,-8,-14,,-14,-27,
US_TX_48119,2020-06-17,,,,,-34,
US_TX_48121,2020-06-19,-11,1,81,6,-44,14
US_TX_48123,2020-06-19,-11,-27,,,-28,
US_TX_48127,2020-06-19,-31,-24,,-17,-31,
US_TX_48129,2020-06-03,,,,10,,
US_TX_48131,2020-06-19,-46,-30,,,-30,
US_TX_48133,2020-06-19,-42,-12,,1,-24,
US_TX_48135,2020-06-19,-18,-9,-34,-20,-31,11
US_TX_48139,2020-06-19,-5,13,33,0,-36,8
US_TX_48141,2020-06-19,-18,2,-36,-21,-35,13
US_TX_48143,2020-06-19,-10,4,,,-31,7
US_TX_48145,2020-06-19,-16,-10,,,-28,
US_TX_48147,2020-06-19,-2,2,,,-26,5
US_TX_48149,2020-06-19,3,0,,10,-29,
US_TX_48153,2020-06-18,,,,,-25,
US_TX_48157,2020-06-19,-15,1,49,2,-43,17
US_TX_48159,2020-06-19,-43,-2,,6,-20,
US_TX_48161,2020-06-19,-54,-13,,14,-29,
US_TX_48163,2020-06-19,-25,-30,,-52,-29,
US_TX_48165,2020-06-19,-13,-8,,,-24,
US_TX_48167,2020-06-19,6,18,115,109,-33,10
US_TX_48169,2020-04-05,-40,-28,,,,
US_TX_48171,2020-06-19,28,2,-21,,-23,
US_TX_48175,2020-06-19,-54,-54,,,-22,
US_TX_48177,2020-06-19,-15,-24,-26,,-29,
US_TX_48179,2020-06-19,-10,-27,,,-29,
US_TX_48181,2020-06-19,1,1,139,,-29,6
US_TX_48183,2020-06-19,-1,4,56,,-28,7
US_TX_48185,2020-06-19,11,-5,,,-36,0
US_TX_48187,2020-06-19,-7,6,30,3,-36,10
US_TX_48189,2020-06-19,-4,0,,,-30,6
US_TX_48191,2020-06-18,,,,26,,
US_TX_48193,2020-06-19,-54,-35,,,-20,
US_TX_48197,2020-06-19,,-24,,44,,
US_TX_48199,2020-06-19,-5,-1,-50,,-28,7
US_TX_48201,2020-06-19,-16,-2,8,-41,-38,13
US_TX_48203,2020-06-19,-3,9,38,,-33,7
US_TX_48205,2020-04-05,,6,,,,
US_TX_48207,2020-05-25,-44,-34,,,-51,
US_TX_48209,2020-06-19,-11,1,35,29,-38,12
US_TX_48213,2020-06-19,5,8,-31,,-24,6
US_TX_48215,2020-06-19,-22,-7,-34,-30,-37,14
US_TX_48217,2020-06-19,3,13,-42,6,-26,6
US_TX_48219,2020-06-19,-2,-22,,,-29,-3
US_TX_48221,2020-06-19,4,17,-20,,-28,6
US_TX_48223,2020-06-19,0,6,-57,7,-19,3
US_TX_48225,2020-06-19,-30,4,,,-26,
US_TX_48227,2020-06-19,-21,-5,,-27,-35,11
US_TX_48231,2020-06-19,-2,9,-36,-13,-31,6
US_TX_48233,2020-06-19,0,-17,,,-26,
US_TX_48237,2020-06-19,-67,,,,-32,
US_TX_48239,2020-06-19,-35,-16,,-11,-29,
US_TX_48241,2020-06-19,7,-5,11,,-26,4
US_TX_48245,2020-06-19,-10,-1,33,-4,-27,8
US_TX_48247,2020-04-05,,-47,,,,
US_TX_48249,2020-06-19,-7,3,,,-30,10
US_TX_48251,2020-06-19,-2,4,48,,-31,6
US_TX_48253,2020-06-19,-33,-11,,,-31,
US_TX_48255,2020-06-19,-28,-22,,-36,-31,
US_TX_48257,2020-06-19,-3,21,-6,5,-36,9
US_TX_48259,2020-06-19,-3,0,-56,8,-31,11
US_TX_48265,2020-06-19,1,1,68,,-24,5
US_TX_48267,2020-06-19,-51,,,13,,
US_TX_48273,2020-06-19,-16,5,21,6,-34,11
US_TX_48277,2020-06-19,-1,6,,5,-26,6
US_TX_48279,2020-06-19,-19,-11,,,-30,
US_TX_48281,2020-06-19,8,-31,,,-25,
US_TX_48283,2020-06-19,-65,-26,,-27,,
US_TX_48285,2020-06-19,-35,-16,,,-25,
US_TX_48287,2020-06-19,-7,-41,,,-27,
US_TX_48289,2020-06-19,-71,-40,-33,27,-26,
US_TX_48291,2020-06-19,-4,5,,1,-33,8
US_TX_48293,2020-06-19,-4,10,,,-24,
US_TX_48297,2020-06-19,-73,1,,28,-34,
US_TX_48299,2020-06-19,17,-9,51,,-18,
US_TX_48301,2020-04-05,,-49,,,,
US_TX_48303,2020-06-19,-9,-1,48,-12,-31,10
US_TX_48305,2020-06-19,,,,,-30,
US_TX_48307,2020-06-19,-37,-22,,,-30,
US_TX_48309,2020-06-19,-8,10,65,-9,-31,7
US_TX_48311,2020-06-19,,,,-52,,
US_TX_48313,2020-06-19,-43,10,,,-29,
US_TX_48315,2020-06-19,-45,-4,,,-22,
US_TX_48317,2020-06-19,-33,-14,,,-34,
US_TX_48321,2020-06-19,-8,9,-38,,-29,8
US_TX_48323,2020-06-19,-26,-7,-42,20,-35,11
US_TX_48325,2020-06-19,5,17,-56,-6,-36,10
US_TX_48329,2020-06-19,-21,-18,15,-28,-31,11
US_TX_48331,2020-06-19,-7,3,,,-24,
US_TX_48335,2020-06-19,-50,-23,-72,,-29,
US_TX_48337,2020-06-19,-18,-33,,,-23,
US_TX_48339,2020-06-19,-11,3,35,5,-36,11
US_TX_48341,2020-06-19,-10,-4,,10,-22,-1
US_TX_48343,2020-06-19,-32,-10,,,-28,
US_TX_48347,2020-06-19,-10,-5,32,16,-35,9
US_TX_48349,2020-06-19,-1,8,-28,1,-32,7
US_TX_48351,2020-06-19,,-2,,,-28,
US_TX_48353,2020-06-19,-5,-12,,-2,-23,
US_TX_48355,2020-06-19,-3,9,103,-13,-30,9
US_TX_48357,2020-06-19,-41,-14,,,-18,
US_TX_48359,2020-06-19,,,,22,,
US_TX_48361,2020-06-19,-3,6,21,-19,-26,8
US_TX_48363,2020-06-19,6,0,,-34,-20,5
US_TX_48365,2020-06-19,-8,-19,,-15,-27,
US_TX_48367,2020-06-19,0,9,31,-10,-30,6
US_TX_48369,2020-06-19,,-4,,,-21,
US_TX_48371,2020-06-19,-12,-28,,5,-23,
US_TX_48373,2020-06-19,5,16,-23,23,-27,5
US_TX_48375,2020-06-19,-4,-3,19,3,-27,6
US_TX_48377,2020-06-19,-52,-42,,,-43,
US_TX_48379,2020-06-19,-53,-25,,,-23,
US_TX_48381,2020-06-19,-2,-6,-37,-25,-30,7
US_TX_48383,2020-06-19,,-22,,-37,,
US_TX_48385,2020-04-04,,-38,,,,
US_TX_48387,2020-06-19,-54,4,,,-18,
US_TX_48389,2020-06-19,-46,-32,,-34,-28,
US_TX_48391,2020-06-19,-69,-44,,11,-25,
US_TX_48395,2020-06-19,-52,-25,,-5,-27,
US_TX_48397,2020-06-19,0,5,,18,-40,12
US_TX_48399,2020-06-19,-25,-17,,,-22,
US_TX_48401,2020-06-19,7,1,,,-26,6
US_TX_48403,2020-06-19,-35,-2,,,-15,
US_TX_48405,2020-06-19,-64,-14,,,-26,
US_TX_48407,2020-06-19,-51,3,-40,,-31,5
US_TX_48409,2020-06-19,-3,3,56,0,-28,8
US_TX_48411,2020-04-04,-32,,,,,
US_TX_48415,2020-06-19,-8,-20,,,-28,
US_TX_48419,2020-06-19,-4,-19,,,-28,
US_TX_48421,2020-06-19,,,,19,,
US_TX_48423,2020-06-19,-2,3,54,6,-28,6
US_TX_48425,2020-06-19,-59,-22,,,-30,
US_TX_48427,2020-06-19,-25,0,-16,,-36,13
US_TX_48429,2020-06-19,-34,,,,-24,
US_TX_48435,2020-04-05,-66,-27,,,,
US_TX_48437,2020-06-19,,-2,,,-27,
US_TX_48439,2020-06-19,-12,1,44,-47,-37,10
US_TX_48441,2020-06-19,-1,-2,-4,35,-26,7
US_TX_48445,2020-06-19,-30,-27,,,-28,
US_TX_48449,2020-06-19,-7,2,,,-27,7
US_TX_48451,2020-06-19,-10,4,31,,-28,9
US_TX_48453,2020-06-19,-27,-10,15,-52,-48,15
US_TX_48455,2020-06-19,-56,-10,,,-27,
US_TX_48457,2020-06-19,-32,5,,,-25,
US_TX_48459,2020-06-19,2,14,,,-30,6
US_TX_48461,2020-04-10,,-25,,,-49,
US_TX_48463,2020-06-19,8,22,-63,,-27,
US_TX_48465,2020-06-19,-14,-3,28,-18,-28,11
US_TX_48467,2020-06-19,9,22,35,8,-26,7
US_TX_48469,2020-06-19,-11,5,-23,14,-28,9
US_TX_48471,2020-06-19,-10,0,32,6,-31,7
US_TX_48473,2020-06-19,-4,18,,23,-36,11
US_TX_48475,2020-06-19,-35,-34,,37,-32,
US_TX_48477,2020-06-19,-11,12,,,-30,-2
US_TX_48479,2020-06-19,-22,-11,-31,-11,-34,13
US_TX_48481,2020-06-19,-9,7,,-5,-31,9
US_TX_48483,2020-03-27,-41,,,,,
US_TX_48485,2020-06-19,-8,-5,-1,8,-28,8
US_TX_48487,2020-06-19,-23,-15,,14,-30,
US_TX_48489,2020-06-19,-58,-11,,,-37,
US_TX_48491,2020-06-19,-14,4,51,-3,-47,15
US_TX_48493,2020-06-19,-15,1,-1,,-37,11
US_TX_48495,2020-06-19,-30,-39,,-11,-34,
US_TX_48497,2020-06-19,5,5,37,10,-32,6
US_TX_48499,2020-06-19,10,16,,,-25,5
US_TX_48501,2020-06-19,-34,-12,,,-32,
US_TX_48503,2020-06-19,-1,43,,,-20,
US_TX_48505,2020-06-19,-55,-30,,,-34,
US_TX_48507,2020-06-19,-51,-16,,,-24,
US_UT,2020-06-19,-9,14,176,-22,-36,6
US_UT_49001,2020-06-19,-63,,,-75,-33,
US_UT_49003,2020-06-19,18,25,4,32,-29,4
US_UT_49005,2020-06-19,-8,36,91,31,-38,7
US_UT_49007,2020-06-19,12,-13,,,-29,
US_UT_49011,2020-06-19,-7,20,119,-19,-41,8
US_UT_49013,2020-06-19,-25,12,,,-26,
US_UT_49015,2020-06-19,-55,2,,,-27,
US_UT_49017,2020-04-18,,,-19,,,
US_UT_49019,2020-06-19,-54,-2,11,,-15,
US_UT_49021,2020-06-19,0,26,,38,-31,3
US_UT_49023,2020-06-19,-25,-15,,28,-25,
US_UT_49025,2020-06-19,-31,-15,-18,,-23,
US_UT_49027,2020-06-19,-16,67,,,-22,
US_UT_49029,2020-06-19,-68,-2,,,-37,
US_UT_49035,2020-06-19,-17,8,101,-46,-38,9
US_UT_49037,2020-06-19,-35,34,95,,-30,
US_UT_49039,2020-06-19,21,-7,,,-24,
US_UT_49041,2020-06-19,17,2,,85,-23,
US_UT_49043,2020-06-19,-35,-13,116,-41,-49,6
US_UT_49045,2020-06-19,5,22,,44,-33,4
US_UT_49047,2020-06-19,15,1,19,,-31,5
US_UT_49049,2020-06-19,-8,13,239,-2,-43,8
US_UT_49051,2020-06-19,35,-1,20,,-32,4
US_UT_49053,2020-06-19,-4,15,83,14,-26,4
US_UT_49057,2020-06-19,-8,13,173,-2,-30,5
US_VA,2020-06-19,-17,-2,72,-30,-41,12
US_VA_51001,2020-06-19,13,25,,,-21,6
US_VA_51003,2020-06-19,-23,-9,36,-20,-49,16
US_VA_51005,2020-06-19,-17,,,16,-27,
US_VA_51007,2020-06-19,-60,-21,,,-29,
US_VA_51009,2020-06-19,0,-1,,,-28,9
US_VA_51011,2020-06-19,-4,12,,,-25,
US_VA_51013,2020-06-19,-45,-16,-15,-65,-62,24
US_VA_51015,2020-06-19,-4,2,-25,18,-26,9
US_VA_51017,2020-06-19,,,-67,,,
US_VA_51019,2020-06-19,-9,6,,,-32,10
US_VA_51021,2020-06-19,,,,54,-35,
US_VA_51023,2020-06-19,-29,13,,18,-34,10
US_VA_51025,2020-06-19,-42,,,-71,-23,
US_VA_51027,2020-06-19,-26,0,,,-30,
US_VA_51029,2020-06-19,-16,-12,,,-32,
US_VA_51031,2020-06-19,-8,6,,,-29,8
US_VA_51033,2020-06-19,-12,5,-58,11,-38,11
US_VA_51035,2020-06-19,-19,15,,19,-24,4
US_VA_51036,2020-06-19,,,,,-36,
US_VA_51037,2020-06-19,-7,17,,,-29,
US_VA_51041,2020-06-19,-14,-3,46,-5,-42,13
US_VA_51043,2020-06-19,-45,-21,,,-32,
US_VA_51045,2020-06-18,,,,,-29,
US_VA_51047,2020-06-19,-13,1,,,-34,10
US_VA_51049,2020-06-19,-62,-24,,,-33,
US_VA_51051,2020-06-19,-23,-16,,,-33,
US_VA_51053,2020-06-19,34,3,,-46,-27,8
US_VA_51057,2020-06-19,-6,-8,,,-27,
US_VA_51059,2020-06-19,-31,-10,14,-52,-54,21
US_VA_51061,2020-06-19,-6,-14,,,-41,13
US_VA_51063,2020-06-19,-37,6,,,-34,
US_VA_51065,2020-06-19,-79,-1,,,-37,-1
US_VA_51067,2020-06-19,-10,3,,,-29,9
US_VA_51069,2020-06-19,-8,6,22,8,-34,10
US_VA_51071,2020-06-19,-26,16,,,-34,
US_VA_51073,2020-06-19,-3,34,,,-28,7
US_VA_51075,2020-06-19,-44,-23,,,-38,
US_VA_51077,2020-06-19,,,,,-26,
US_VA_51079,2020-06-19,-18,-18,,,-37,
US_VA_51081,2020-06-19,,,,9,-26,
US_VA_51083,2020-06-19,-15,1,,,-25,6
US_VA_51085,2020-06-19,-5,-3,,11,-41,13
US_VA_51087,2020-06-19,-21,-8,-13,-48,-46,15
US_VA_51089,2020-06-19,-11,-5,,,-25,8
US_VA_51093,2020-06-19,-8,7,,,-35,10
